City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
349,Matanzas,CU,87.76,few clouds,23.0411,-81.5775,hostal sueños
352,Fuengirola,ES,75.29,light rain,36.54,-4.6247,Hotel Las Palmeras
353,Aberystwyth,GB,66.67,overcast clouds,52.4155,-4.0829,Aberystwyth Park Lodge Hotel
354,Mount Pleasant,US,80.01,clear sky,32.7941,-79.8626,Best Western Patriots Point
355,Ilhabela,BR,71.33,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
356,Port Shepstone,ZA,67.21,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
358,Ancud,CL,63.93,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
359,Comodoro Rivadavia,AR,80.46,clear sky,-45.8667,-67.5,Austral Hotel
360,Coahuayana,MX,89.58,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
361,Pemangkat,ID,77.36,few clouds,1.1667,108.9667,Ramah Kost KITA
363,Wajima,JP,66.81,clear sky,37.4,136.9,Wajiima Onsen Yashio
364,Kupang,ID,75.65,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
365,Mehamn,NO,50.18,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
367,Cayenne,GF,87.84,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
368,Brae,GB,51.71,broken clouds,60.3964,-1.353,Busta House Hotel
370,Sterling,US,76.05,few clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
374,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
375,Faanui,PF,76.21,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
377,Betanzos,ES,66.9,few clouds,43.2804,-8.2147,Hotel Garelos Betanzos
378,Kruisfontein,ZA,54.88,scattered clouds,-34.0033,24.7314,Oyster Bay House Rental
380,Barabai,ID,74.23,overcast clouds,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
382,Lucapa,AO,72.0,scattered clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
384,Yazman,PK,86.52,clear sky,29.1212,71.7446,Jamal sons showroom
388,Kloulklubed,PW,83.17,moderate rain,7.0419,134.2556,Storyboard Beach Resort
389,Eskil,TR,55.06,clear sky,38.4017,33.4131,Eskil Öğretmen Evi
390,Warrington,GB,68.36,broken clouds,53.3925,-2.5802,Patten Arms Hotel
392,Bijar,IR,61.63,clear sky,35.8668,47.6051,رنگ فروشي جواهري
393,Portland,US,84.96,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
394,Turkmenabat,TM,71.58,clear sky,39.0733,63.5786,"Гостиница ""Yupek Yoly"" (Шелковый путь)"
397,Maputo,MZ,71.28,clear sky,-25.9653,32.5892,Pestana Rovuma
398,Torbay,CA,53.89,broken clouds,47.6666,-52.7314,Gallows Cove
399,Guarapari,BR,76.91,broken clouds,-20.6667,-40.4975,Hotel Porto do Sol
401,Oktyabrskoye,RU,50.14,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
403,Tongchuan,CN,64.89,overcast clouds,35.0806,109.0897,Tongchuan Hotel
404,Nampa,US,78.12,clear sky,43.5407,-116.5635,Nampa Downtown
406,Jalu,LY,78.21,clear sky,29.0331,21.5482,صاحبة الفخامة
407,Acapulco,MX,85.87,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
409,Planeta Rica,CO,84.07,scattered clouds,8.4147,-75.5883,HOTEL MEDIA LUNA
410,Cozumel,MX,89.01,overcast clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
412,Camacha,PT,71.02,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
413,Tchollire,CM,75.49,overcast clouds,8.4022,14.1698,"Auberge ""l'amicale"""
414,Arrecife,ES,75.27,few clouds,28.963,-13.5477,Hotel Lancelot
415,Carson City,US,85.05,clear sky,39.1638,-119.7674,Courtyard by Marriott Carson City
416,Acarau,BR,84.15,overcast clouds,-2.8856,-40.12,castelo pizzaria
417,Caravelas,BR,73.83,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
419,Namatanai,PG,78.37,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
420,Sitka,US,50.92,light rain,57.0531,-135.33,Westmark Sitka
421,Ahipara,NZ,53.37,few clouds,-35.1667,173.1667,Ahipara Holiday Park
422,Avallon,FR,59.22,clear sky,47.4833,3.9,Hotel d'Avallon Vauban
425,Leh,IN,55.42,broken clouds,34.1667,77.5833,Hotel Ladakh Greens
426,Temryuk,RU,61.02,moderate rain,45.2722,37.3811,Nemetskaya Sloboda
429,Salalah,OM,80.35,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
430,Banepa,NP,68.32,broken clouds,27.6298,85.5214,Dhulikhel Lodge Resort
433,Baoying,CN,69.46,light rain,33.2292,119.3092,GreenTree Alliance Yangzhou Baoying Town Huaijiang Street East Taishan Road Hotel
434,Baglan,AF,71.6,clear sky,36.1307,68.7083,Habibullah MOsazai
436,Monforte De Lemos,ES,65.86,few clouds,42.5216,-7.5142,Hotel Cardenal
437,Paragominas,BR,87.66,overcast clouds,-2.9667,-47.4833,INOVA
438,Mahibadhoo,MV,78.53,overcast clouds,3.7833,72.9667,Omadhoo Inn
442,Kuhdasht,IR,70.21,clear sky,33.535,47.6061,فروشگاه زنبیل
444,Clocolan,ZA,64.69,broken clouds,-28.9137,27.5656,Orsmond Gastehuis
446,Cao Bang,VN,73.04,overcast clouds,22.6667,106.25,khách sạn 88
447,Iberia,US,79.99,overcast clouds,29.9502,-91.7507,back to back rv park
448,San Cristobal,VE,87.98,broken clouds,7.7669,-72.225,Posada Villaven C.A.
450,Yeppoon,AU,53.38,clear sky,-23.1333,150.7333,Villa Mar Colina
451,Nuoro,IT,70.79,overcast clouds,40.3211,9.3297,Hotel Sandalia
452,Abu Zabad,SD,74.37,moderate rain,12.35,29.25,حامد محمد نور
453,Vung Tau,VN,78.21,overcast clouds,10.346,107.0843,Green hotel
455,Garissa,KE,77.88,broken clouds,-0.4536,39.6401,Sharif Plaza Hotel
456,Seoul,KR,67.44,moderate rain,37.5683,126.9778,Lotte Hotel Seoul
457,Southbridge,US,74.82,overcast clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
458,Kurilsk,RU,51.94,broken clouds,45.2333,147.8833,Hotel Ostrov
459,Collierville,US,79.72,few clouds,35.042,-89.6645,Hampton Inn Memphis/Collierville
460,Kontagora,NG,75.36,scattered clouds,10.3999,5.4695,Queens Guest Inn
462,Fasa,IR,72.64,clear sky,28.9383,53.6482,Fasa University Boys' Dormitory
465,Aras,ES,71.4,few clouds,42.5617,-2.356,Jardines de Viana Spa
466,Goderich,CA,60.91,overcast clouds,43.7501,-81.7165,Harmony Inn
467,Makakilo City,US,78.28,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
469,Le Port,RE,71.6,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
470,Erenhot,CN,64.18,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
471,Hambantota,LK,79.14,broken clouds,6.1241,81.1185,Bungalow 63
472,Roebourne,AU,72.28,light rain,-20.7833,117.1333,Latitude20 Roebourne Village
474,Inongo,CD,71.38,broken clouds,-1.95,18.2667,Hotel Du Lac
477,Kaeo,NZ,50.32,few clouds,-35.1,173.7833,Bushido Lodge
478,Pangai,TO,71.71,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
479,Cervo,ES,66.2,scattered clouds,43.6702,-7.4101,Hotel Spa Galatea
483,Port Keats,AU,73.76,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
484,Stromness,GB,55.65,overcast clouds,58.965,-3.296,The Old Smokery
485,Sahibganj,IN,84.79,overcast clouds,25.25,87.65,hotel
487,Sabha,LY,87.04,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
488,Mercedes,AR,71.51,clear sky,-34.6515,-59.4307,Posada del Inti Centro
489,Sibolga,ID,76.98,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
491,Labuhan,ID,78.22,scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
492,Zhoucheng,CN,65.97,moderate rain,35.9122,116.3117,Yingbin Restaurant
493,Shangrao,CN,73.33,clear sky,28.4532,117.9686,Boyue boutique Hotel
494,Charlestown,AU,60.12,clear sky,-32.95,151.6667,Panorama Motor Inn Hotel
496,Ngunguru,NZ,50.16,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
498,Gat,IL,72.91,clear sky,31.61,34.7642,OlusHome
499,Acari,PE,78.89,clear sky,-15.4311,-74.6158,HOSPEDAJE XIMENA
500,Cookeville,US,72.86,clear sky,36.1628,-85.5016,La Quinta Inn & Suites by Wyndham Cookeville
502,Hohhot,CN,53.89,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
503,Awbari,LY,87.8,clear sky,26.5921,12.7805,فندق أوباري
504,Ambon,ID,75.34,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
505,Tifton,US,79.45,clear sky,31.4505,-83.5085,Hilton Garden Inn Tifton
507,Hihya,EG,76.08,clear sky,30.6713,31.588,مضيفة المركز
508,Porto Tolle,IT,70.05,clear sky,44.9497,12.3245,Klaus sas di Boscolo Claudio & c.
509,Denpasar,ID,78.46,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
510,Muros,ES,67.23,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
511,Sungaipenuh,ID,64.38,moderate rain,-2.0833,101.3833,Hotel Jaya Wisata 2
512,Luau,AO,77.54,overcast clouds,-10.7073,22.2247,Casa- Bernardo Cândido
514,San Juan,AR,83.73,clear sky,-31.5375,-68.5364,Hotel Provincial
515,Necochea,AR,70.03,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
516,Kavaratti,IN,81.79,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
517,Kulhudhuffushi,MV,81.66,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
518,North Platte,US,70.99,overcast clouds,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
519,Luganville,VU,76.46,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
521,Porto Novo,BJ,80.42,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
522,Kasulu,TZ,70.81,broken clouds,-4.5767,30.1025,Nazaret lodge
523,Galle,LK,79.38,overcast clouds,6.0367,80.217,Amangalla
524,Amnat Charoen,TH,73.06,overcast clouds,15.9167,104.75,หอพักนักศึกษา
525,Ixtapa,MX,86.23,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
526,Onda,ES,72.9,overcast clouds,39.9667,-0.25,Motel Shhh
529,Road Town,VG,89.64,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
530,Tuxpan,MX,81.77,scattered clouds,19.55,-103.4,Hotel y Restaurante Campestre La Cabaña
531,La Primavera,CO,78.19,heavy intensity rain,5.4906,-70.4092,La Riviera Hotel Colonial
533,General Roca,AR,84.6,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
534,Gusau,NG,81.97,overcast clouds,12.1628,6.6614,GUEST INN
535,Nhulunbuy,AU,70.41,few clouds,-12.2333,136.7667,East Arnhem Real Estate
537,Alindao,CF,70.3,few clouds,5.0267,21.2088,OCHA Alindao
538,Jingdezhen,CN,74.55,light rain,29.2947,117.2079,Garden Hotel
539,Tehri,IN,70.65,clear sky,30.3833,78.4833,The Reindeer Resort Kanatal
540,Plouzane,FR,59.09,clear sky,48.3833,-4.6167,Carrefour Voyages Plouzané
541,Son La,VN,68.65,overcast clouds,21.3167,103.9,Galaxy Grand Hotel
543,Liangxiang,CN,66.11,light rain,39.7319,116.14,Jinjiang Inn Beijing Liangxiang Nanguan Subway Station
544,San Carlos De Bariloche,AR,70.45,clear sky,-41.1456,-71.3082,Hotel Patagonia
547,Umm Lajj,SA,85.14,clear sky,25.0213,37.2685,Moon light Furnished Units
548,Wanxian,CN,78.03,light rain,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
549,Julio De Castilhos,BR,62.98,scattered clouds,-29.2269,-53.6817,Bladmir Rigol da Costa ME
550,Chenghai,CN,82.31,light rain,23.4632,116.768,Guangdong Hotel
551,Bonavista,CA,55.4,few clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
552,Leon,MX,80.15,broken clouds,21.1167,-101.6667,ENTERPRISE INN POLIFORUM
553,Rajkot,IN,77.9,scattered clouds,22.3,70.7833,The Imperial Palace
554,Ayan,RU,52.09,scattered clouds,56.45,138.1667,Gostinitsa
555,Puerto Ayacucho,VE,77.32,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
556,Muisne,EC,84.31,broken clouds,0.6,-80.0333,Quinta Samay
558,Najran,SA,83.05,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
560,Port Blair,IN,80.42,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
561,Yatou,CN,67.86,light rain,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
562,Toamasina,MG,71.6,light rain,-18.1667,49.3833,Hotel H1
563,Uyuni,BO,61.0,clear sky,-20.4597,-66.825,Hostal La Magia de Uyuni
564,Krasnyy Luch,UA,50.36,light rain,48.1395,38.9371,"КРАСНЫЙ ЛУЧ, ГОСТИНИЦА"
565,Amuntai,ID,74.07,overcast clouds,-2.4177,115.2494,Hotel Balqis
567,Pervomaysk,UA,51.76,overcast clouds,48.0443,30.8507,Hotelʹ Yevrolider
570,Saint-Pierre,RE,71.28,clear sky,-21.3393,55.4781,Lindsey Hôtel
572,Bardiyah,LY,71.89,clear sky,31.7561,25.0865,بورتو بردية
574,Blue Springs,US,81.28,overcast clouds,39.0169,-94.2816,Courtyard by Marriott Kansas City East/Blue Springs
576,Sol-Iletsk,RU,58.35,light rain,51.1631,54.9918,Raduzhnaya
577,Mao,ES,77.56,broken clouds,39.8885,4.2658,ARTIEM Capri
578,Grand Gaube,MU,72.37,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
580,Alyangula,AU,66.07,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
581,Aleksandrov Gay,RU,54.36,overcast clouds,50.147,48.5704,Gostinitsa I.p. Yes'kov A.v
582,Baker City,US,70.93,clear sky,44.7749,-117.8344,Bridge Street Inn
583,Hobyo,SO,78.22,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
584,Slave Lake,CA,51.78,scattered clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
586,Velyka Lepetykha,UA,53.06,broken clouds,47.1757,33.9436,беседка для отдыха Островка
588,Treinta Y Tres,UY,62.31,overcast clouds,-33.2333,-54.3833,Jardines Apart-Hotel
589,Forres,GB,58.77,overcast clouds,57.6113,-3.6108,Cluny Bank Hotel
591,Teluknaga,ID,82.62,scattered clouds,-6.0989,106.6381,Bale Ocasa hotel
592,Cartagena,CO,89.22,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
595,Boyolangu,ID,74.32,broken clouds,-8.1181,111.8935,Yos ega cv
596,Point Pedro,LK,81.3,overcast clouds,9.8167,80.2333,Gtr homes
597,Samarai,PG,78.1,scattered clouds,-10.6167,150.6667,Nuli Sapi
599,Cairns,AU,71.55,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
600,Tondano,ID,68.09,overcast clouds,1.3038,124.9112,Villa Bella
601,Kiunga,PG,73.13,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
605,Vancouver,CA,69.98,broken clouds,49.2497,-123.1193,"Park Inn & Suites by Radisson Vancouver, BC"
608,Cortez,US,81.93,few clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
611,Kutum,SD,82.6,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
613,Geraldton,AU,50.41,clear sky,-28.7667,114.6,Broadwater Mariner Resort
614,Kashi,CN,70.81,clear sky,39.4547,75.9797,帕米尔青年旅舍
615,Karpathos,GR,69.76,clear sky,35.507,27.2132,Alex
617,Sabang,ID,82.92,overcast clouds,5.8933,95.3214,Hotel Citra
618,Peniche,PT,69.62,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
620,Los Llanos De Aridane,ES,71.35,volcanic ash,28.6585,-17.9182,Valle Aridane
623,Outlook,CA,58.69,few clouds,51.5001,-107.0513,Red Wheel Motel
624,Rio Gallegos,AR,69.85,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
626,Odweyne,SO,77.4,overcast clouds,9.4092,45.064,Eng Hiirey House
628,Wabag,PG,51.75,overcast clouds,-5.4781,143.7021,Shalom Inn
629,Jacmel,HT,84.6,overcast clouds,18.2342,-72.5347,Historic Hotel Florita
630,Oistins,BB,84.99,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
633,Hokitika,NZ,53.71,moderate rain,-42.7167,170.9667,Beachfront Hotel Hokitika
634,Oussouye,SN,79.9,overcast clouds,12.485,-16.5469,Auberge du Routard
636,Astoria,US,77.7,clear sky,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
637,Bulach,CH,64.49,clear sky,47.522,8.5405,Hotel Hori Inn
638,Cedar City,US,72.39,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
639,Shache,CN,72.46,clear sky,38.4167,77.2406,Delong Hotel
640,Hun,LY,84.34,clear sky,29.1268,15.9477,Alrwasi Hotel
642,Kuching,MY,79.02,scattered clouds,1.55,110.3333,The Ranee Boutique Suites
643,Krasnyy Yar,RU,53.53,overcast clouds,46.5331,48.3456,Cottege near Ufa
644,Zarate,AR,71.04,clear sky,-34.0981,-59.0286,Departamento céntrico 2 ambientes 45 mt2 en Zárate
645,Saint-Joseph,RE,70.18,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
646,Purranque,CL,71.47,few clouds,-40.9167,-73.1667,HOSPADAJE ERICA
647,Mandurah,AU,54.21,broken clouds,-32.55,115.7,Atrium Hotel Mandurah
650,Saint-Georges,GD,85.06,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
651,Doha,QA,89.58,clear sky,25.2867,51.5333,Movenpick Hotel Doha
653,Bud,US,74.84,few clouds,39.447,-86.1758,Ted McQuinn Trust
654,Terrace,CA,52.43,moderate rain,54.5163,-128.6035,Northern Motor Inn
655,Columbus,US,75.11,clear sky,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
656,Bose,IT,67.14,clear sky,45.4612,8.0137,Locanda Borgo Antico
657,Puerto Baquerizo Moreno,EC,70.61,broken clouds,-0.9,-89.6,Hotel los Algarrobos
659,Mattru,SL,75.65,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
661,Mahon,ES,77.56,broken clouds,39.8885,4.2658,ARTIEM Capri
662,Parakou,BJ,75.07,moderate rain,9.3372,2.6303,Benin Metropole Hotel
663,Viedma,AR,79.2,clear sky,-40.8135,-62.9967,Hotel Cristal
665,Aztec,US,83.82,clear sky,36.8222,-107.9929,Presidential Inn & Suites
666,Dumas,US,88.03,clear sky,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
669,Ocean City,US,77.18,clear sky,39.2776,-74.5746,Biscayne Suites
671,Hoima,UG,63.54,few clouds,1.4356,31.3436,Tik Hotel
672,Anajatuba,BR,85.95,overcast clouds,-3.2644,-44.6197,Pousada Por do Sol
673,Marsa Matruh,EG,72.43,clear sky,31.3525,27.2453,Beau Site
674,Sampit,ID,73.47,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
675,Skegness,GB,69.87,overcast clouds,53.1436,0.3363,The Royal Hotel
678,Beaverlodge,CA,68.68,overcast clouds,55.2166,-119.4361,Side Trax Inn
679,Svobodnyy,RU,51.22,light rain,51.4,128.1333,Alekseevskij Hotel
683,Bongouanou,CI,73.42,light rain,6.6486,-4.1992,Résidence KABRAN EHIA ELISABETH
684,Tianpeng,CN,75.63,light rain,30.9866,103.9393,Shuangliu Love Home Business Hotel
685,Seydi,TM,74.48,clear sky,39.4816,62.9137,Seydi oteli
